name,prediction_propane
ja507119n_si_002_clean-(id_178249),0.019505303
ERAMER_clean-(id_175999),0.031153696
NIBHUC_clean-(id_180123),0.015048334
SICZOV_clean-(id_182321),0.02583247
CIGXIA_manual-(id_174961),0.0046279086
ja5b02999_si_003_clean-(id_178277),0.03058829
OWIZAW_clean-(id_180830),0.014046671
DOZCEC_clean-(id_175580),0.030645426
jacs.6b09113_ja6b09113_si_002_clean-(id_178313),0.023125926
EBEXIV_clean-(id_175686),0.008843909
CORZIU_clean-(id_175123),0.21042606
UDEMEW_manual-(id_182979),0.0049179695
LEJCEK_clean-(id_179132),0.006678556
ja5111317_ja5111317_si_003_clean-(id_178256),0.07874029
OVEDAW_clean-(id_180800),0.014090174
ic502643m_si_007_clean-(id_177664),0.06756948
FEFDEB_manual-(id_176331),0.011147911
c6dt03852b_c6dt03852b2_clean-(id_174728),0.047299255
NIGBOW_clean-(id_185713),0.032299254
BAPDAA_clean-(id_174397),0.03549793
MAYKOO_clean-(id_179604),0.03280181
ECAHAT_clean-(id_175712),0.029850686
WITKIV_clean-(id_184157),0.056691956
ja5b00450_si_002_clean-(id_178264),0.61616266
KINSEH_clean-(id_178713),0.9734927
OYERER_clean-(id_180854),0.0045590834
NAHNES_clean-(id_179960),0.024948463
SUKNOC_charged-(id_182487),0.013587627
MAVRAE_clean-(id_179581),0.053580314
ERAMOB_clean-(id_176000),0.45958284
OZUKUR01_clean-(id_180873),0.022916326
TASZAQ_charged-(id_182623),0.015534994
GOVWOF_clean-(id_176990),1.7167361
PAJSAX_clean-(id_180892),0.088136055
NUTYOS_clean-(id_180361),0.07841406
UDANEV_clean-(id_182971),0.11173425
cm901983a_si_001_clean-(id_175060),0.029606553
ic502643m_si_009_clean-(id_177666),0.073635116
PIDNEX_clean-(id_181078),0.011797373
ZABQIC_ion_b-(id_184980),0.013548759
JENKET_SL-(id_185635),0.056363735
ja512762r_si_002_auto-(id_185558),0.00430802
OZUKUR_clean-(id_180872),0.03548269
AMILUE_clean-(id_174078),2.1965034
EBEWUG_clean-(id_175680),0.011411771
OJICEQ_charged-(id_180526),0.045870665
APARAM_clean-(id_174112),0.025882928
ORIWET_clean-(id_180733),0.032430485
COKQIE_clean-(id_175102),0.04510151
EBEXAN_clean-(id_175682),0.011208884
WOBHEB_clean-(id_184180),0.07385877
OZUKOL_clean-(id_180871),0.03633362
ORIWAP_clean-(id_180732),0.04981344
jacs.6b01345_ja6b01345_si_001_clean-(id_178294),0.9981863
jacs.6b04608_ja6b04608_si_002_clean-(id_178299),0.010654066
RUFZOJ_clean-(id_182037),0.16793709
ERUNUC_clean-(id_176016),0.064546406
SARGUP_clean-(id_182213),0.045702957
ORIVUI_clean-(id_180731),0.060515318
OZULAY_clean-(id_180874),0.03419373
NAVJAW_clean-(id_180026),0.05132563
COKMUM_clean-(id_175094),0.033992954
WOPSAX_clean-(id_184244),0.043263845
SARHEA_clean-(id_182215),0.049190726
TASZEU_charged-(id_182624),0.019670287
ADASEF_clean-(id_173938),0.03534816
ECOLEP_clean-(id_175737),0.002259776
FIJDOS_clean-(id_176442),0.08177312
COKMEW_clean-(id_175091),0.04788051
LACYIA_clean-(id_178952),0.58499104
COKQEA_clean-(id_175101),0.050100148
OPAGIX_clean-(id_180650),0.1148172
PALTON_clean-(id_180897),0.8118505
CUVTUJ_clean-(id_175257),0.050233703
COKQOK_clean-(id_175103),0.084699005
WOPSAX02_clean-(id_184246),0.044482205
AMIMEP_clean-(id_174080),2.0589058
TEMPEI_clean-(id_182669),0.017144864
ja111042f_si_002_clean-(id_185147),0.036535576
ORIVOC_clean-(id_180730),0.06947778
ja205976v_si_006_clean-(id_178205),0.042071253
POBNEA_clean-(id_181128),0.00610712
WOBHOL_clean-(id_184182),0.077539794
GARTUR_clean-(id_176758),0.03122983
LEJRIC_clean-(id_179134),0.054346826
VAMQOS_clean-(id_183449),0.053507175
c5dt02651b_c5dt02651b2_clean-(id_185154),0.023839476
cg501730q_si_002_clean-(id_174926),0.09498135
SARGOJ_clean-(id_182212),0.044992555
MILROQ_clean-(id_179701),0.015268762
VAMQIM_clean-(id_183448),0.052181
OQUFOX_clean-(id_180705),0.19827779
RANVUA_clean-(id_181727),6.314813
AGABIU_clean-(id_173987),0.006046773
SARHAW_clean-(id_182214),0.043737933
COKPID_clean-(id_175097),0.050149605
VAMPUX_clean-(id_183445),0.05677971
c6cc02494g_c6cc02494g4_clean-(id_174714),0.039338514
KOSLAH_clean-(id_178823),0.04700776
COKPUP_clean-(id_175099),0.08834967
CAXVOO_clean-(id_174798),0.039242722
c6cc02494g_c6cc02494g3_clean-(id_174713),0.039447196
CAXVII_clean-(id_174797),0.041826844
MIMSUY_clean-(id_179707),2.5861275
CAXWEF_clean-(id_174801),0.042950056
IBUBIT_clean-(id_177597),0.027620312
POTREX_clean-(id_181194),0.044127855
SARGID_clean-(id_182211),0.046364997
ja5b02897_si_003_clean-(id_178275),0.054119278
COKPOJ_clean-(id_175098),0.05303966
OJOSEN_clean-(id_180535),3.1846657
VECVUW_clean-(id_183521),0.84282917
c6cc02494g_c6cc02494g5_clean-(id_174715),0.030513803
AVILEY_clean-(id_174267),0.007614984
VOGTIV_clean_h-(id_183717),0.094851375
ZOFZUR_clean-(id_185597),0.048510455
EMIGAJ_charged-(id_175911),0.21119885
COKNAT_clean-(id_175095),0.08095869
COKMIA_clean-(id_175092),0.048655257
CAXWAB_clean-(id_174800),0.04333925
CAXWIJ_clean-(id_174802),0.04440657
TASYUJ_charged-(id_182622),0.016986527
LENKIA_clean-(id_179147),0.060664352
GUVZII_clean-(id_177078),0.040094875
AQUCUM_clean-(id_174155),0.058484893
UXOHOG_clean-(id_183349),0.58177185
KOSKUA_clean-(id_178822),0.04996811
WOPSOL01_clean-(id_184248),0.062045693
COKPEZ_clean-(id_175096),0.11129651
WOPSOL_clean-(id_184247),0.043634016
ZUKNAW_clean-(id_185584),0.0025691895
OZUMAZ01_clean-(id_180877),0.06092172
cm303749m_si_002_clean-(id_175006),0.06321702
NOKLIJ_clean-(id_180281),0.056617923
COKMOG_clean-(id_175093),0.06288544
NAVJAW01_clean-(id_180027),0.04051821
LETPOR_clean-(id_185706),0.023846596
OQUFIR_clean-(id_180704),1.2790973
YABHIV_clean-(id_185075),0.15269227
EDUVOO_clean-(id_175775),0.008107377
COKQAW_clean-(id_175100),0.03969265
WOBHEB01_clean-(id_184181),0.0643071
OZUMAZ_clean-(id_180876),0.058794353
AQUCOG_clean-(id_174154),0.05648684
OZUMIH_clean-(id_180878),0.06577328
ZODXAT_clean-(id_185192),0.25743753
VEWKUF_clean-(id_185431),0.026799414
OGEBAF01_clean-(id_180493),0.02559197
AQUDIB_clean-(id_174159),0.054228615
OLOGEC_clean-(id_180610),0.03871749
OZULUS_clean-(id_180875),0.059866324
CAXVUU_clean-(id_174799),0.04072912
WIZDEP_clean-(id_184174),0.07667943
BETHIT_clean-(id_174497),0.06263229
AWEJIW_clean-(id_174302),1.525932
XIDMED_clean-(id_184627),0.38258848
c6cc02494g_c6cc02494g6_clean-(id_174716),0.03091054
BINMIW_clean-(id_174551),3.6964447
WAMREJ_clean-(id_183907),0.18492794
c6cc02494g_c6cc02494g1_clean-(id_174712),0.031326316
FATKIV_clean-(id_176276),0.10446528
KARNAU_clean-(id_178568),0.047630217
ICITEU_charged-(id_177706),0.028930897
BEVWAB_clean-(id_174502),0.20219928
c6dt04165e_c6dt04165e2_clean-(id_174729),0.010631356
POBGAQ01_clean-(id_181125),0.014664059
KARMUN_clean-(id_178567),0.4787577
BEPLUF_clean-(id_174460),0.017720971
QIYDIN01_clean-(id_181476),0.010291469
acs.inorgchem.5b02973_ic5b02973_si_002_clean-(id_185203),0.032785248
IYIHUU_manual-(id_178115),0.20423502
HOZFIN_clean-(id_177453),0.08285762
BOXFOK_clean-(id_174625),0.017800665
MARJAQ_clean-(id_185385),0.73269147
JOLYEQ_clean-(id_178435),0.07245386
POHWIU_clean-(id_181148),0.014762203
IXEJIG_clean-(id_178067),0.060543668
PELRIJ_clean-(id_181006),0.040625185
VOXTOT_clean-(id_183756),7.728412
IZUVUV_clean-(id_178169),0.014874779
WONZOP_clean-(id_184236),0.019476295
LASRIJ_clean-(id_179053),0.0023096022
ELEREU_clean-(id_175871),5.8727045
SUKNUI_charged-(id_182488),0.009829406
KIGCEK_clean-(id_178692),0.029075101
ADATAC_clean-(id_173939),0.020906614
VUQJUN01_clean-(id_183836),1.1631643
BINROH_clean-(id_174552),0.09354357
VUQJUN_clean-(id_183835),1.1705351
BEPMAM_clean-(id_174461),0.0184478
BEPNOB_clean-(id_174465),0.01577296
OTUDEO_clean-(id_180795),0.11817817
OTUDIS_clean-(id_180796),0.12167112
BEPNUH_clean-(id_174466),0.0135549065
ANUGEW_clean-(id_174108),0.011928064
BEPNIV_clean-(id_174464),0.020594131
PEZCII_clean-(id_181068),0.025044106
jacs.6b04608_ja6b04608_si_003_clean-(id_178300),0.010008475
ERAMAN_clean-(id_175998),0.052023325
OQUFUD_clean-(id_180706),3.356322
SUHBAA_clean-(id_182476),0.0081546875
FAYQED_clean-(id_176306),0.18447925
OPIFUQ_clean-(id_180662),0.8882584
ja406030p_si_003_clean-(id_178223),0.4116034
IFEHUY_clean-(id_177738),0.036775846
MOXPIZ_charged-(id_179832),0.021093018
RUYVEO_clean-(id_182123),0.06436013
SUNLET_clean-(id_182503),0.14509022
LASREF_clean-(id_179052),0.0023195553
BINRUN_clean-(id_174553),0.12076105
QAGDIO_clean-(id_181314),0.10080155
OQUFAJ01_clean-(id_180700),0.12827387
OQUFAJ_clean-(id_180699),0.09230397
RIWMUH_clean-(id_181920),0.22730224
c6ce00407e_c6ce00407e9_clean-(id_174725),0.0022998222
ja808995d_si_002_clean-(id_178282),0.023580808
RAYFEE_clean-(id_181778),0.11322097
SETTAO_clean-(id_182300),0.096794285
OQUFAJ04_clean-(id_180703),0.12418489
BUFNOG_charged-(id_174648),0.019735182
BOWNUY_clean-(id_174620),0.14421716
QAVBUL_clean-(id_181365),0.031990726
ICODIP01_clean-(id_177714),0.06312221
XEHDEV_clean-(id_184560),0.026359016
OQUFAJ03_clean-(id_180702),0.098413214
KOSLOV_clean-(id_178826),0.06503147
BEPMIU_clean-(id_174462),0.01088376
IBICED_clean-(id_177583),0.020789254
IBICON_clean-(id_177585),0.021469532
PITPEP_clean-(id_181098),0.2273064
ICODIP_clean-(id_177713),0.07156387
KOSKAG_clean-(id_178818),0.060002904
JIZJEJ_clean-(id_178391),0.060736667
BICPUA_clean-(id_174535),0.010107697
REZXEA_clean-(id_181876),0.012784063
UTEWUM_clean-(id_183285),0.5307423
NUDLAA_clean-(id_180319),0.83304363
KOSKEK_clean-(id_178819),0.05805816
OLICIX_clean-(id_180607),0.2820543
BEPPOD_clean-(id_174469),0.014000583
KOSJOT_clean-(id_178816),0.059782982
HUFKUQ_clean-(id_177480),0.05115742
PIBPAS01_clean-(id_181073),0.06295506
KOSMAI_clean-(id_178828),0.05839026
POBGAQ_clean-(id_181124),0.02793046
JIZJUZ_clean-(id_178393),0.065452
KOSJUZ_clean-(id_178817),0.06057867
AQOLOJ_clean-(id_174146),4.2424483
XESKIR_clean_h-(id_184599),0.0070995525
NIXKIQ_clean-(id_180232),0.8106931
KOSLEL_clean-(id_178824),0.06573898
KOSJAF_clean-(id_178813),0.061409008
ILITUT_manual-(id_177872),0.013359923
KOSKIO_clean-(id_178820),0.060526334
IBICIH_clean-(id_177584),0.020999875
IBICAZ_clean-(id_177582),0.021580994
IYUQID_clean-(id_178139),0.022717264
IDIWUN_clean-(id_177725),0.03515331
MIDCAF_clean-(id_179662),0.04439973
JIZJAF_clean-(id_178390),0.066659145
AQOMEA_clean-(id_174149),0.3178301
YORLEY_clean-(id_185516),0.018698622
HIYBUN_clean-(id_177347),0.014446948
LUKLIN_clean-(id_179367),0.05646579
VIDJID_clean-(id_183629),0.4382838
WONZUV_clean-(id_184237),0.054961905
KAGWEW_clean-(id_178534),0.0041561224
KOSJIN_clean-(id_178815),0.06096092
KOSJEJ_clean-(id_178814),0.06458004
AQOLEZ_clean-(id_174144),0.4801759
RAYMIP_clean-(id_181783),0.025665153
LONVAN_clean-(id_179300),0.03852312
BUFNEW_charged-(id_174647),0.023055397
KOSLUB_clean-(id_178827),0.06583537
BEPPAP_clean-(id_174467),0.010427695
KOSKIO01_clean-(id_178821),0.049351793
NUBPIL_clean-(id_180310),0.082082555
KUGZIW_clean-(id_178861),0.11579637
KADLUZ_clean-(id_178529),0.1506896
MIMSOS_clean-(id_179706),2.816911
KOSLIP_clean-(id_178825),0.06059829
LURRIA_clean-(id_179396),0.04041921
OGOJAX_clean-(id_180502),0.075683825
AQOMEA01_clean-(id_174150),0.38902894
MOYZIK_clean-(id_179841),0.09920525
XESLAK_clean-(id_185226),0.005969408
LONVIV_clean-(id_179301),0.06909815
USAHAZ_clean-(id_183264),0.04258529
NUVXUZ_clean-(id_180366),0.0025497093
YARGAB_clean-(id_184893),0.116322555
c5cc04223b_c5cc04223b2_clean-(id_174703),0.012053217
AQOLUP_clean-(id_174147),0.4969562
BETGUE_clean-(id_174495),0.1086606
JIZJOT_clean-(id_178392),0.0629915
c5ta03835a_c5ta03835a2_clean-(id_185874),0.051187612
UKIQOV_clean-(id_183080),0.067966014
BEPPIX_clean-(id_174468),0.016145539
PIBPAS_clean-(id_181072),0.06333379
OKUJUB_clean-(id_180593),9.466112
AVOSIO_charged-(id_174279),0.012851808
QULMIU_clean-(id_181630),0.14960946
NEXXEV_clean-(id_180111),0.2998569
UGEMOK_clean-(id_183010),0.026192006
SEGBIR_clean-(id_182247),0.024071068
MUWQEB_clean-(id_179916),0.11729981
TAKGUK_clean-(id_182580),0.39208043
TAKGOE_clean-(id_182579),0.40825143
MIDSUP01_clean-(id_179666),0.025933573
UTEWOG_clean-(id_183284),0.62784904
WUSLED_clean-(id_184339),0.020688046
TOBKAY_clean-(id_182783),0.06972292
JUSGUB_clean-(id_178496),2.445253
OKABAE_clean-(id_180541),0.05204237
BINSAU_clean-(id_174554),0.074864924
VEFMAW_charged-(id_183536),0.26403308
LARVIM_clean-(id_179046),0.039372012
TAKHAR_clean-(id_182581),0.38438186
ENOVAG_clean-(id_175952),0.03177125
SEWCED_clean-(id_182308),0.044652246
AMIMAL_clean-(id_174079),2.2182527
cg500192d_si_003_clean-(id_174912),0.01881554
FALBAX_manual-(id_176218),0.036432855
NENHAQ_clean-(id_180081),0.010587468
VAGBUD_clean-(id_183402),0.41919786
TOBJUR_clean-(id_182782),0.07097099
TAKHEV_clean-(id_182582),0.41219804
SUFHIM_clean-(id_182470),0.021185007
RAYFAA_clean-(id_181777),0.03098683
ILITON_clean-(id_177871),0.029897684
LUVTAY_clean-(id_179423),0.07695974
VUKSAX_clean-(id_183804),0.024468156
ZEZFIV_clean-(id_185625),0.0198711
OKABEI_clean-(id_180542),0.066008806
YOGKOW_clean-(id_185418),0.11672547
OQUGUE_clean-(id_180708),0.26913318
CETGOY_clean-(id_174869),0.07324569
MOYYIJ_clean-(id_179840),0.08901982
CAVMOD_clean-(id_174781),0.6454355
EJETAQ_clean-(id_175835),0.010912114
XESKEN_SL-(id_185390),0.023651548
EGATIQ_clean-(id_175800),0.3554892
COJHIT_clean-(id_175085),0.04269949
TOZFOF_clean-(id_182873),0.12619369
RANWAH_clean-(id_181728),1.3009311
nchem.2258-s3_clean-(id_180046),0.091591254
XESKUD_clean-(id_185604),0.0062382002
OTALUS_clean-(id_180765),0.013820027
EDUTUS_clean-(id_175772),0.06388475
OQUGAK_clean-(id_180707),0.4655752
XESKAJ_clean-(id_184598),0.034203794
RACHUA_clean-(id_181698),0.039826527
ECAFOG_clean-(id_175711),0.068747416
VONCOS_clean-(id_183729),0.019192211
MIMSIM_clean-(id_179705),3.0906632
FORXIU_clean-(id_176567),0.07865459
AWUPOZ_clean-(id_174314),0.01104839
cg800424t_si_002_clean-(id_174929),0.11995096
NIGPEA_clean-(id_180149),0.17139497
LELDUD_clean-(id_179137),0.023328649
PUZMAZ_manual-(id_181297),0.03387764
AWUPAL_clean-(id_174313),0.009576588
OLAQOI_clean-(id_180603),0.0039450675
NEXXIZ_clean-(id_180112),0.37128714
TEQLIM_clean-(id_182673),0.081853375
SITFUY_clean-(id_182350),8.108719
AGOVOJ_clean-(id_173997),0.026602965
QOVDAH_clean-(id_181571),0.005910291
ONIXOZ_clean-(id_180645),0.5364341
NENHEU_clean-(id_180082),3.1554246
ICAREL_clean-(id_177697),0.07559816
HUMWIX_clean-(id_177498),0.2632454
AMILOY_clean-(id_174077),2.2135606
MAFFUW_clean-(id_179454),8.114382
XALTIP_clean-(id_184449),0.013560125
UVOTOQ_clean-(id_183313),0.09725893
CURYOE01_clean-(id_175232),0.17428033
QOVDEL_clean-(id_185738),0.0053012203
c5dt01100k_c5dt01100k2_clean-(id_185243),0.010563407
ja507947d_si_001_auto-(id_185624),0.0063874777
EMIGEN_charged-(id_175912),0.109814115
ja411887c_si_002_clean-(id_178236),0.04381024
YATVUN_clean-(id_185542),1.6460634
ja406030p_si_008_manual-(id_178228),0.1565389
PEJNUP_clean-(id_180991),0.035020236
QAGQEW_clean-(id_181315),1.0495249
SAQQAD_clean-(id_182205),0.14016585
ja4015666_si_002_clean-(id_178217),0.039048314
HUYKOB_clean-(id_177548),0.014866865
SAQQEH_clean-(id_182206),0.14441082
BAWROI_clean-(id_174414),0.028621903
ERALEQ_clean-(id_175995),2.8337147
LEHXUT_clean-(id_179129),0.036022842
TETZEX_clean-(id_182689),2.0103734
UGELIB_clean-(id_183009),1.8366339
SAQQIL_clean-(id_182207),0.13933656
YEMMAF_clean-(id_185479),0.0050320076
IDIXAU_clean-(id_177726),0.066892914
EXEXAH_clean-(id_176141),0.049001284
HUQHUY_clean-(id_177512),0.07339181
OFAWEZ_clean-(id_180467),0.007803302
ADATOQ_clean-(id_173942),0.014753498
RUBLUX_clean-(id_182017),0.33109814
SAQQOR_clean_h-(id_182208),0.15072513
MEHMET_clean-(id_179629),0.0260125
VEGBUG_clean-(id_183537),0.017911056
GATJIV_charged-(id_176764),0.10053193
MATXAJ_clean-(id_179577),0.03933459
YATWAU_clean-(id_185108),1.7224154
XALDAS_clean-(id_184442),0.13026668
ja4015666_si_003_clean-(id_178218),0.043076463
HABRAF_manual-(id_177096),0.036038563
WUYLOS_clean-(id_184360),0.038294133
CIFMAH_clean-(id_174955),0.18712391
BIFGOO_clean-(id_174537),0.0049482738
ja078060t-file002_clean-(id_178192),0.24465382
DITJIB_clean-(id_175478),0.004988535
ACUFEK_clean-(id_173931),0.03431778
XALMII_clean-(id_184446),0.0713074
TOBKEC_clean-(id_182784),0.0826874
ja4015666_si_005_clean-(id_178219),0.044978656
VEGCAN_clean-(id_183538),0.0130750965
GAQYIH_clean-(id_176745),0.0014998727
ICIVEW_clean-(id_177710),0.077100925
OQUFAJ02_clean-(id_180701),0.8925594
ja5131269_si_003_clean-(id_178262),0.09109658
NEXVUI_clean-(id_180110),0.012526233
TOVKEW_clean-(id_182853),0.100046515
OYAJIJ02_clean-(id_185228),0.43344918
ERALUG_clean-(id_175997),0.19511013
UHUPET_clean-(id_183031),0.02251076
OYAKAC02_clean-(id_180851),0.3555955
ja809985t_si_002_clean-(id_178283),0.007028051
KULMAG_clean-(id_178882),1.7629174
ETECOX_clean-(id_176060),0.03223695
OFAWAV_clean-(id_180466),0.0074837836
ADAVIM_clean-(id_173944),0.013774415
YOZQAG_charged-(id_184958),0.012270554
IYUCEM_clean-(id_178131),0.05292065
CASWIE_clean-(id_174777),0.929894
VUKROK_clean-(id_183802),0.03495569
MIDSUP_clean-(id_179665),0.02719403
OGIYUZ_clean-(id_180501),0.64290446
PORLAL_clean-(id_181185),0.050319143
PUGSOB_clean-(id_181230),0.3738031
OQETEK_clean-(id_180687),0.09234204
YAVTUN_clean-(id_185195),0.042850137
ADATUW_clean-(id_173943),0.011344047
XEXMEU_clean-(id_184613),0.089814894
OKUJOV_clean-(id_185109),5.5069947
QUZVEO_clean-(id_181693),0.037405342
XIFHIF_clean-(id_184629),0.037546612
cg500192d_si_002_clean-(id_174911),1.5665225
DAMYUO_clean-(id_175346),0.079296716
PUGSER_clean-(id_181229),0.05847901
MIFLIY_clean-(id_179670),0.15366404
SETSUH_clean-(id_182299),0.19112977
PUWDOA_clean-(id_181285),0.24673446
