name,prediction_propane
IKOVAH_clean-(id_177846),0.22678511
FISXEM_clean-(id_176485),0.55948347
IKOTUZ_clean-(id_177845),0.30390486
IKOVEL_clean-(id_177847),0.30479348
XAHPON_clean-(id_184413),0.010709092
GULVUF_clean-(id_177042),0.09018652
EMIREX_clean-(id_175918),0.010359378
WOMXED_clean-(id_184229),1.9435583
SALXEL_clean-(id_182182),0.013825976
HOHMEX_manual-(id_177384),0.0064387564
NIBHOW_clean-(id_180122),0.003869724
JUTCIM_clean-(id_178501),0.26768488
KOJZIT_clean-(id_178774),0.06056886
FIFGEI_clean-(id_176402),0.013166585
RUTNOK_manual-(id_182094),0.004229744
ALEJAE_clean-(id_174042),0.007288938
DOGBAE_clean-(id_175512),0.09394537
YUXQIS_clean-(id_184977),0.056150578
LOQLEJ_manual-(id_179304),0.5188318
SUNLAP_clean-(id_182502),0.009847556
ja408959g_si_003_clean-(id_178234),0.037417945
NUSXEG_clean-(id_180356),0.010624904
XONLES_clean-(id_184744),0.011070676
IXEJOM_clean-(id_178069),0.02456388
OCUNAC_manual-(id_180427),0.15061843
XONLES01_clean-(id_184745),0.011147077
BAZGEQ_clean-(id_174428),0.009056841
LOQLIN_SL-(id_185471),0.24383588
OXOLAP_SL-(id_185167),5.5342436
LUYSOP_clean-(id_179439),1.1183923
VUKHOZ_clean-(id_183799),0.0030982054
LOXKAM_clean-(id_179320),0.8650919
ERAMUH_clean-(id_176001),6.9981394
ABEXEN_clean-(id_173874),0.1794997
KOJZEP_manual-(id_178773),0.055854082
YARXEX_clean-(id_185838),0.013908501
ja5b02999_si_006_clean-(id_178279),0.018622914
ZIVCOY_clean-(id_185866),0.048287652
DOMCUE_clean-(id_175534),0.0031188286
ERALIU_clean-(id_175996),1.0101253
ADASAB_charged-(id_173937),0.0031595996
DOKDEN_clean-(id_175525),0.20797734
GITVEL_clean-(id_176926),0.028900076
GITVEL01_clean-(id_176927),0.02801631
MUNDOQ_clean-(id_179879),0.013343573
ic502643m_si_011_clean-(id_177668),0.032099385
CUSXIY_clean-(id_175236),0.0026298384
ADATEG_manual-(id_173940),0.003129799
IVILEG_clean-(id_178026),0.06313011
ACOCUS_clean-(id_173894),0.013915476
RUYVIS_clean-(id_182124),0.010053112
OKUSUK_clean-(id_180596),0.012734526
VEMMIK_clean-(id_183587),0.0063067307
TOVKOG_clean-(id_182855),0.016987497
XUTQEI_clean-(id_184861),0.015935741
ACODAZ_clean-(id_173895),0.013579959
FIHHUB_SL-(id_185097),0.04660484
XODPUD_clean-(id_184707),0.09782573
PAQMAY_clean-(id_180922),0.034908563
ja5b02999_si_004_clean-(id_178278),0.024142932
ACOCOM_clean-(id_173893),0.014261523
OKUTEV_clean-(id_180598),0.013693087
IGAGUU_clean-(id_177762),0.03968052
NATKIF_clean-(id_180018),0.049098134
NALYEG_clean-(id_179970),0.020217597
QAQMON_clean-(id_181344),0.060246956
OHUMEL_clean-(id_180521),0.0014798393
VETTIZ_charged-(id_183606),0.53291494
ZUCKIT_clean-(id_185076),0.18690124
YOZCEW_clean-(id_185146),0.3656804
ic502643m_si_012_clean-(id_177669),0.061798695
MUNDEG_clean-(id_179878),0.015886575
KIYXUN_clean-(id_178748),0.004537436
LUTZEH_clean-(id_179422),0.0050386307
XAVKIR_clean-(id_184528),0.19019055
XOXMED_clean-(id_184782),0.022586685
VETSOE_charged-(id_183604),0.34964606
WUTBEU_clean-(id_184343),0.021198401
WOLYON_clean-(id_184225),0.0096516125
LUBMAW_clean-(id_179329),0.01850778
NUTYEI_clean-(id_180359),0.028554428
NUTYIM_clean-(id_180360),0.028025603
CEKNIQ_clean-(id_174851),0.008926691
TADWEC_manual-(id_182544),0.6293985
CUSYAR_clean-(id_175238),0.0031798272
ADATIK_clean-(id_173941),0.014361069
EJESUJ_clean-(id_175834),0.012204541
BAZJET_clean-(id_174429),0.053363513
ic502643m_si_010_clean-(id_177667),0.038094558
DAPXID_ion_b-(id_175362),0.008024488
HIFGIO_SL-(id_185766),0.07967509
CUVHIL_clean_h-(id_175254),0.26623166
CUVHIL02_clean_h-(id_184845),0.25244582
CUVHEH_clean-(id_185570),0.2017254
CUVHIL01_clean-(id_175255),0.24197724
TADWIG_manual-(id_182545),1.0760921
YOZQEK_clean-(id_185341),0.0064373417
VETTAR_charged-(id_183605),0.6363231
POMMAH_clean-(id_181176),1.4508376
MOXPUL_clean-(id_179834),0.07735457
OYERIV_clean-(id_180855),0.6731553
VETMIS_clean-(id_183603),0.007338558
ja507119n_si_002_clean-(id_178249),0.014466065
ERAMER_clean-(id_175999),0.020913875
NIBHUC_clean-(id_180123),0.010817881
SICZOV_clean-(id_182321),0.018071799
CIGXIA_manual-(id_174961),0.004138422
ja5b02999_si_003_clean-(id_178277),0.018975459
OWIZAW_clean-(id_180830),0.010667682
DOZCEC_clean-(id_175580),0.019459553
jacs.6b09113_ja6b09113_si_002_clean-(id_178313),0.015457896
EBEXIV_clean-(id_175686),0.0066626673
CORZIU_clean-(id_175123),0.13594449
UDEMEW_manual-(id_182979),0.003898822
LEJCEK_clean-(id_179132),0.0051892144
ja5111317_ja5111317_si_003_clean-(id_178256),0.050993707
OVEDAW_clean-(id_180800),0.010076444
ic502643m_si_007_clean-(id_177664),0.040995542
FEFDEB_manual-(id_176331),0.008256168
c6dt03852b_c6dt03852b2_clean-(id_174728),0.0450231
NIGBOW_clean-(id_185713),0.022368465
BAPDAA_clean-(id_174397),0.023297101
MAYKOO_clean-(id_179604),0.022133097
ECAHAT_clean-(id_175712),0.026897078
WITKIV_clean-(id_184157),0.03914771
ja5b00450_si_002_clean-(id_178264),0.33674088
KINSEH_clean-(id_178713),0.53441525
OYERER_clean-(id_180854),0.0036394976
NAHNES_clean-(id_179960),0.017257404
SUKNOC_charged-(id_182487),0.009281897
MAVRAE_clean-(id_179581),0.035354126
ERAMOB_clean-(id_176000),0.23405834
OZUKUR01_clean-(id_180873),0.015649581
TASZAQ_charged-(id_182623),0.012337533
GOVWOF_clean-(id_176990),0.8774409
PAJSAX_clean-(id_180892),0.049679052
NUTYOS_clean-(id_180361),0.051699523
UDANEV_clean-(id_182971),0.08285301
cm901983a_si_001_clean-(id_175060),0.019393722
ic502643m_si_009_clean-(id_177666),0.044451576
PIDNEX_clean-(id_181078),0.009026198
ZABQIC_ion_b-(id_184980),0.009909013
JENKET_SL-(id_185635),0.04189876
ja512762r_si_002_auto-(id_185558),0.0030991682
OZUKUR_clean-(id_180872),0.02358003
AMILUE_clean-(id_174078),1.5338187
EBEWUG_clean-(id_175680),0.0085856775
OJICEQ_charged-(id_180526),0.031935703
APARAM_clean-(id_174112),0.0234817
ORIWET_clean-(id_180733),0.021503847
COKQIE_clean-(id_175102),0.029407367
EBEXAN_clean-(id_175682),0.008376298
WOBHEB_clean-(id_184180),0.047025964
OZUKOL_clean-(id_180871),0.024121178
ORIWAP_clean-(id_180732),0.03240216
jacs.6b01345_ja6b01345_si_001_clean-(id_178294),1.4927061
jacs.6b04608_ja6b04608_si_002_clean-(id_178299),0.00820768
RUFZOJ_clean-(id_182037),0.09543415
ERUNUC_clean-(id_176016),0.04253232
SARGUP_clean-(id_182213),0.029903963
ORIVUI_clean-(id_180731),0.038834527
OZULAY_clean-(id_180874),0.022790644
NAVJAW_clean-(id_180026),0.033286024
COKMUM_clean-(id_175094),0.02260583
WOPSAX_clean-(id_184244),0.028418493
SARHEA_clean-(id_182215),0.03194178
TASZEU_charged-(id_182624),0.02460491
ADASEF_clean-(id_173938),0.023878198
ECOLEP_clean-(id_175737),0.0018798835
FIJDOS_clean-(id_176442),0.05170879
COKMEW_clean-(id_175091),0.031211728
LACYIA_clean-(id_178952),0.3468025
COKQEA_clean-(id_175101),0.032684963
OPAGIX_clean-(id_180650),0.072354816
PALTON_clean-(id_180897),0.5372402
CUVTUJ_clean-(id_175257),0.03261459
COKQOK_clean-(id_175103),0.053750873
WOPSAX02_clean-(id_184246),0.029136952
AMIMEP_clean-(id_174080),1.4732649
TEMPEI_clean-(id_182669),0.014465923
ja111042f_si_002_clean-(id_185147),0.02623389
ORIVOC_clean-(id_180730),0.044186313
ja205976v_si_006_clean-(id_178205),0.02756976
POBNEA_clean-(id_181128),0.004498588
WOBHOL_clean-(id_184182),0.048976522
GARTUR_clean-(id_176758),0.023955476
LEJRIC_clean-(id_179134),0.03511278
VAMQOS_clean-(id_183449),0.03457638
c5dt02651b_c5dt02651b2_clean-(id_185154),0.014526397
cg501730q_si_002_clean-(id_174926),0.074569374
SARGOJ_clean-(id_182212),0.029148962
MILROQ_clean-(id_179701),0.010345371
VAMQIM_clean-(id_183448),0.033925023
OQUFOX_clean-(id_180705),0.1257002
RANVUA_clean-(id_181727),4.2509413
AGABIU_clean-(id_173987),0.004448564
SARHAW_clean-(id_182214),0.028468642
COKPID_clean-(id_175097),0.03261802
VAMPUX_clean-(id_183445),0.036597315
c6cc02494g_c6cc02494g4_clean-(id_174714),0.02614662
KOSLAH_clean-(id_178823),0.030527217
COKPUP_clean-(id_175099),0.05597194
CAXVOO_clean-(id_174798),0.025736343
c6cc02494g_c6cc02494g3_clean-(id_174713),0.02624505
CAXVII_clean-(id_174797),0.027405642
MIMSUY_clean-(id_179707),1.5578042
CAXWEF_clean-(id_174801),0.027949188
IBUBIT_clean-(id_177597),0.01732144
POTREX_clean-(id_181194),0.02772127
SARGID_clean-(id_182211),0.030232308
ja5b02897_si_003_clean-(id_178275),0.03619208
COKPOJ_clean-(id_175098),0.03446678
OJOSEN_clean-(id_180535),2.0570388
VECVUW_clean-(id_183521),0.47726387
c6cc02494g_c6cc02494g5_clean-(id_174715),0.020590853
AVILEY_clean-(id_174267),0.0058169947
VOGTIV_clean_h-(id_183717),0.059906255
ZOFZUR_clean-(id_185597),0.033239715
EMIGAJ_charged-(id_175911),0.12331896
COKNAT_clean-(id_175095),0.05139614
COKMIA_clean-(id_175092),0.03168815
CAXWAB_clean-(id_174800),0.02824078
CAXWIJ_clean-(id_174802),0.028938487
TASYUJ_charged-(id_182622),0.019101502
LENKIA_clean-(id_179147),0.03833462
GUVZII_clean-(id_177078),0.026199711
AQUCUM_clean-(id_174155),0.037405904
UXOHOG_clean-(id_183349),0.37694398
KOSKUA_clean-(id_178822),0.03247627
WOPSOL01_clean-(id_184248),0.039607782
COKPEZ_clean-(id_175096),0.07052573
WOPSOL_clean-(id_184247),0.028480427
ZUKNAW_clean-(id_185584),0.0018696327
OZUMAZ01_clean-(id_180877),0.038377717
cm303749m_si_002_clean-(id_175006),0.046429314
NOKLIJ_clean-(id_180281),0.036373
COKMOG_clean-(id_175093),0.039702464
NAVJAW01_clean-(id_180027),0.026508717
LETPOR_clean-(id_185706),0.01766811
OQUFIR_clean-(id_180704),0.76292443
YABHIV_clean-(id_185075),0.095383085
EDUVOO_clean-(id_175775),0.006288687
COKQAW_clean-(id_175100),0.025647935
WOBHEB01_clean-(id_184181),0.04133004
OZUMAZ_clean-(id_180876),0.037050333
AQUCOG_clean-(id_174154),0.03632516
OZUMIH_clean-(id_180878),0.041216023
ZODXAT_clean-(id_185192),0.15318015
VEWKUF_clean-(id_185431),0.018841503
OGEBAF01_clean-(id_180493),0.018466355
AQUDIB_clean-(id_174159),0.034888938
OLOGEC_clean-(id_180610),0.025287379
OZULUS_clean-(id_180875),0.037750024
CAXVUU_clean-(id_174799),0.02671775
WIZDEP_clean-(id_184174),0.04812592
BETHIT_clean-(id_174497),0.037572216
AWEJIW_clean-(id_174302),0.93483806
XIDMED_clean-(id_184627),0.28083152
c6cc02494g_c6cc02494g6_clean-(id_174716),0.020788124
BINMIW_clean-(id_174551),3.7788703
WAMREJ_clean-(id_183907),0.09832206
c6cc02494g_c6cc02494g1_clean-(id_174712),0.020972285
FATKIV_clean-(id_176276),0.10244433
KARNAU_clean-(id_178568),0.03236509
ICITEU_charged-(id_177706),0.01757377
BEVWAB_clean-(id_174502),0.1385902
c6dt04165e_c6dt04165e2_clean-(id_174729),0.007717814
POBGAQ01_clean-(id_181125),0.010604008
KARMUN_clean-(id_178567),0.27955157
BEPLUF_clean-(id_174460),0.011982587
QIYDIN01_clean-(id_181476),0.0076079085
acs.inorgchem.5b02973_ic5b02973_si_002_clean-(id_185203),0.022864169
IYIHUU_manual-(id_178115),0.12357576
HOZFIN_clean-(id_177453),0.04695197
BOXFOK_clean-(id_174625),0.013192079
MARJAQ_clean-(id_185385),0.47243977
JOLYEQ_clean-(id_178435),0.034397483
POHWIU_clean-(id_181148),0.010770104
IXEJIG_clean-(id_178067),0.039158083
PELRIJ_clean-(id_181006),0.028603045
VOXTOT_clean-(id_183756),6.7305923
IZUVUV_clean-(id_178169),0.009816268
WONZOP_clean-(id_184236),0.013517239
LASRIJ_clean-(id_179053),0.001829799
ELEREU_clean-(id_175871),4.3237658
SUKNUI_charged-(id_182488),0.0067253592
KIGCEK_clean-(id_178692),0.018905608
ADATAC_clean-(id_173939),0.014906663
VUQJUN01_clean-(id_183836),0.59582084
BINROH_clean-(id_174552),0.06027186
VUQJUN_clean-(id_183835),0.6005441
BEPMAM_clean-(id_174461),0.012453822
BEPNOB_clean-(id_174465),0.010711273
OTUDEO_clean-(id_180795),0.07295511
OTUDIS_clean-(id_180796),0.07451707
BEPNUH_clean-(id_174466),0.00888061
ANUGEW_clean-(id_174108),0.008756807
BEPNIV_clean-(id_174464),0.013819321
PEZCII_clean-(id_181068),0.01645677
jacs.6b04608_ja6b04608_si_003_clean-(id_178300),0.0075475955
ERAMAN_clean-(id_175998),0.036550462
OQUFUD_clean-(id_180706),2.1282694
SUHBAA_clean-(id_182476),0.0060374076
FAYQED_clean-(id_176306),0.1111999
OPIFUQ_clean-(id_180662),0.4671895
ja406030p_si_003_clean-(id_178223),0.2892572
IFEHUY_clean-(id_177738),0.024526857
MOXPIZ_charged-(id_179832),0.015453567
RUYVEO_clean-(id_182123),0.040492453
SUNLET_clean-(id_182503),0.084569044
LASREF_clean-(id_179052),0.0018297832
BINRUN_clean-(id_174553),0.07648231
QAGDIO_clean-(id_181314),0.060976375
OQUFAJ01_clean-(id_180700),0.07473245
OQUFAJ_clean-(id_180699),0.05517641
RIWMUH_clean-(id_181920),0.12620036
c6ce00407e_c6ce00407e9_clean-(id_174725),0.0019299013
ja808995d_si_002_clean-(id_178282),0.015491598
RAYFEE_clean-(id_181778),0.069674976
SETTAO_clean-(id_182300),0.051040277
OQUFAJ04_clean-(id_180703),0.07216512
BUFNOG_charged-(id_174648),0.011884488
BOWNUY_clean-(id_174620),0.082850456
QAVBUL_clean-(id_181365),0.02055845
ICODIP01_clean-(id_177714),0.03937059
XEHDEV_clean-(id_184560),0.019301588
OQUFAJ03_clean-(id_180702),0.060054936
KOSLOV_clean-(id_178826),0.040713977
BEPMIU_clean-(id_174462),0.007207611
IBICED_clean-(id_177583),0.012985732
IBICON_clean-(id_177585),0.013364084
PITPEP_clean-(id_181098),0.16559803
ICODIP_clean-(id_177713),0.044230413
KOSKAG_clean-(id_178818),0.037620842
JIZJEJ_clean-(id_178391),0.03524561
BICPUA_clean-(id_174535),0.007517272
REZXEA_clean-(id_181876),0.008575037
UTEWUM_clean-(id_183285),0.28331238
NUDLAA_clean-(id_180319),0.54676485
KOSKEK_clean-(id_178819),0.036582835
OLICIX_clean-(id_180607),0.15616898
BEPPOD_clean-(id_174469),0.009419964
KOSJOT_clean-(id_178816),0.037441492
HUFKUQ_clean-(id_177480),0.033550132
PIBPAS01_clean-(id_181073),0.03848113
KOSMAI_clean-(id_178828),0.03655459
POBGAQ_clean-(id_181124),0.01958198
JIZJUZ_clean-(id_178393),0.037992336
KOSJUZ_clean-(id_178817),0.03783832
AQOLOJ_clean-(id_174146),3.0384572
XESKIR_clean_h-(id_184599),0.0048455168
NIXKIQ_clean-(id_180232),0.56201726
KOSLEL_clean-(id_178824),0.041147616
KOSJAF_clean-(id_178813),0.03839863
ILITUT_manual-(id_177872),0.010517527
KOSKIO_clean-(id_178820),0.03773855
IBICIH_clean-(id_177584),0.013241307
IBICAZ_clean-(id_177582),0.013610538
IYUQID_clean-(id_178139),0.0155929085
IDIWUN_clean-(id_177725),0.024402149
MIDCAF_clean-(id_179662),0.026036995
JIZJAF_clean-(id_178390),0.038741864
AQOMEA_clean-(id_174149),0.17785135
YORLEY_clean-(id_185516),0.019277984
HIYBUN_clean-(id_177347),0.00945372
LUKLIN_clean-(id_179367),0.034069683
VIDJID_clean-(id_183629),0.27163225
WONZUV_clean-(id_184237),0.038494103
KAGWEW_clean-(id_178534),0.0030181867
KOSJIN_clean-(id_178815),0.037987873
KOSJEJ_clean-(id_178814),0.040336207
AQOLEZ_clean-(id_174144),0.26616427
RAYMIP_clean-(id_181783),0.018387036
LONVAN_clean-(id_179300),0.025230203
BUFNEW_charged-(id_174647),0.013262047
KOSLUB_clean-(id_178827),0.040825956
BEPPAP_clean-(id_174467),0.006898319
KOSKIO01_clean-(id_178821),0.03118806
NUBPIL_clean-(id_180310),0.045635432
KUGZIW_clean-(id_178861),0.07084683
KADLUZ_clean-(id_178529),0.09771424
MIMSOS_clean-(id_179706),1.7750642
KOSLIP_clean-(id_178825),0.037830725
LURRIA_clean-(id_179396),0.026450632
OGOJAX_clean-(id_180502),0.04816981
AQOMEA01_clean-(id_174150),0.21595368
MOYZIK_clean-(id_179841),0.06675344
XESLAK_clean-(id_185226),0.0041958056
LONVIV_clean-(id_179301),0.043484606
USAHAZ_clean-(id_183264),0.028721215
NUVXUZ_clean-(id_180366),0.002039844
YARGAB_clean-(id_184893),0.07098999
c5cc04223b_c5cc04223b2_clean-(id_174703),0.008756027
AQOLUP_clean-(id_174147),0.27081677
BETGUE_clean-(id_174495),0.06330537
JIZJOT_clean-(id_178392),0.03625043
c5ta03835a_c5ta03835a2_clean-(id_185874),0.03730815
UKIQOV_clean-(id_183080),0.043253765
BEPPIX_clean-(id_174468),0.010551849
PIBPAS_clean-(id_181072),0.039002392
OKUJUB_clean-(id_180593),9.026424
AVOSIO_charged-(id_174279),0.008553076
QULMIU_clean-(id_181630),0.08507814
NEXXEV_clean-(id_180111),0.17690906
UGEMOK_clean-(id_183010),0.018138455
SEGBIR_clean-(id_182247),0.01483596
MUWQEB_clean-(id_179916),0.06797405
TAKGUK_clean-(id_182580),0.19852275
TAKGOE_clean-(id_182579),0.21150716
MIDSUP01_clean-(id_179666),0.017798122
UTEWOG_clean-(id_183284),0.3319642
WUSLED_clean-(id_184339),0.014471783
TOBKAY_clean-(id_182783),0.0457247
JUSGUB_clean-(id_178496),2.3032265
OKABAE_clean-(id_180541),0.0336833
BINSAU_clean-(id_174554),0.04855382
VEFMAW_charged-(id_183536),0.17876266
LARVIM_clean-(id_179046),0.025189802
TAKHAR_clean-(id_182581),0.19423814
ENOVAG_clean-(id_175952),0.02051416
SEWCED_clean-(id_182308),0.03439282
AMIMAL_clean-(id_174079),1.6085002
cg500192d_si_003_clean-(id_174912),0.0135891065
FALBAX_manual-(id_176218),0.022889005
NENHAQ_clean-(id_180081),0.007614754
VAGBUD_clean-(id_183402),0.21362539
TOBJUR_clean-(id_182782),0.046531904
TAKHEV_clean-(id_182582),0.20713995
SUFHIM_clean-(id_182470),0.014127963
RAYFAA_clean-(id_181777),0.02029947
ILITON_clean-(id_177871),0.021927793
LUVTAY_clean-(id_179423),0.04469352
VUKSAX_clean-(id_183804),0.016884575
ZEZFIV_clean-(id_185625),0.013832434
OKABEI_clean-(id_180542),0.041913956
YOGKOW_clean-(id_185418),0.071689375
OQUGUE_clean-(id_180708),0.17345774
CETGOY_clean-(id_174869),0.042406898
MOYYIJ_clean-(id_179840),0.082625836
CAVMOD_clean-(id_174781),0.36796013
EJETAQ_clean-(id_175835),0.008045313
XESKEN_SL-(id_185390),0.014869139
EGATIQ_clean-(id_175800),0.3647511
COJHIT_clean-(id_175085),0.028622614
TOZFOF_clean-(id_182873),0.062844336
RANWAH_clean-(id_181728),0.6780824
nchem.2258-s3_clean-(id_180046),0.06821352
XESKUD_clean-(id_185604),0.004574802
OTALUS_clean-(id_180765),0.011505572
EDUTUS_clean-(id_175772),0.04339117
OQUGAK_clean-(id_180707),0.3415569
XESKAJ_clean-(id_184598),0.022050057
RACHUA_clean-(id_181698),0.025380414
ECAFOG_clean-(id_175711),0.040363003
VONCOS_clean-(id_183729),0.032507945
MIMSIM_clean-(id_179705),2.4015923
FORXIU_clean-(id_176567),0.05059641
AWUPOZ_clean-(id_174314),0.008387803
cg800424t_si_002_clean-(id_174929),0.07038987
NIGPEA_clean-(id_180149),0.1144598
LELDUD_clean-(id_179137),0.015548206
PUZMAZ_manual-(id_181297),0.021567523
AWUPAL_clean-(id_174313),0.0073383395
OLAQOI_clean-(id_180603),0.0026478583
NEXXIZ_clean-(id_180112),0.21162452
TEQLIM_clean-(id_182673),0.07795032
SITFUY_clean-(id_182350),7.8255863
AGOVOJ_clean-(id_173997),0.018464504
QOVDAH_clean-(id_181571),0.0041655414
ONIXOZ_clean-(id_180645),0.28244862
NENHEU_clean-(id_180082),2.0914226
ICAREL_clean-(id_177697),0.049536414
HUMWIX_clean-(id_177498),0.16493335
AMILOY_clean-(id_174077),1.5503911
MAFFUW_clean-(id_179454),7.7378106
XALTIP_clean-(id_184449),0.01014739
UVOTOQ_clean-(id_183313),0.06385273
CURYOE01_clean-(id_175232),0.10004601
QOVDEL_clean-(id_185738),0.003726546
c5dt01100k_c5dt01100k2_clean-(id_185243),0.007291301
ja507947d_si_001_auto-(id_185624),0.004768821
EMIGEN_charged-(id_175912),0.060395688
ja411887c_si_002_clean-(id_178236),0.03014006
YATVUN_clean-(id_185542),0.99460274
ja406030p_si_008_manual-(id_178228),0.133076
PEJNUP_clean-(id_180991),0.026836697
QAGQEW_clean-(id_181315),0.5503184
SAQQAD_clean-(id_182205),0.08647185
ja4015666_si_002_clean-(id_178217),0.026391165
HUYKOB_clean-(id_177548),0.010122483
SAQQEH_clean-(id_182206),0.08890164
BAWROI_clean-(id_174414),0.019666431
ERALEQ_clean-(id_175995),1.9348767
LEHXUT_clean-(id_179129),0.028863307
TETZEX_clean-(id_182689),1.5379558
UGELIB_clean-(id_183009),1.3667681
SAQQIL_clean-(id_182207),0.08567521
YEMMAF_clean-(id_185479),0.0036166797
IDIXAU_clean-(id_177726),0.043573126
EXEXAH_clean-(id_176141),0.029343886
HUQHUY_clean-(id_177512),0.048143517
OFAWEZ_clean-(id_180467),0.0056568147
ADATOQ_clean-(id_173942),0.012330765
RUBLUX_clean-(id_182017),0.19118294
SAQQOR_clean_h-(id_182208),0.09334043
MEHMET_clean-(id_179629),0.018116446
VEGBUG_clean-(id_183537),0.012253345
GATJIV_charged-(id_176764),0.12235166
MATXAJ_clean-(id_179577),0.027651576
YATWAU_clean-(id_185108),1.0394849
XALDAS_clean-(id_184442),0.10980839
ja4015666_si_003_clean-(id_178218),0.028664283
HABRAF_manual-(id_177096),0.024083287
WUYLOS_clean-(id_184360),0.024334837
CIFMAH_clean-(id_174955),0.123997085
BIFGOO_clean-(id_174537),0.003953455
ja078060t-file002_clean-(id_178192),0.14411649
DITJIB_clean-(id_175478),0.0038792628
ACUFEK_clean-(id_173931),0.023264203
XALMII_clean-(id_184446),0.047650546
TOBKEC_clean-(id_182784),0.05390077
ja4015666_si_005_clean-(id_178219),0.030096376
VEGCAN_clean-(id_183538),0.008904514
GAQYIH_clean-(id_176745),0.0011899273
ICIVEW_clean-(id_177710),0.056304056
OQUFAJ02_clean-(id_180701),0.51048493
ja5131269_si_003_clean-(id_178262),0.081115425
NEXVUI_clean-(id_180110),0.0077898903
TOVKEW_clean-(id_182853),0.066003636
OYAJIJ02_clean-(id_185228),0.25109968
ERALUG_clean-(id_175997),0.1153371
UHUPET_clean-(id_183031),0.014905517
OYAKAC02_clean-(id_180851),0.20408556
ja809985t_si_002_clean-(id_178283),0.0054689473
KULMAG_clean-(id_178882),2.1831422
ETECOX_clean-(id_176060),0.021322714
OFAWAV_clean-(id_180466),0.0054270793
ADAVIM_clean-(id_173944),0.0115849525
YOZQAG_charged-(id_184958),0.0090037575
IYUCEM_clean-(id_178131),0.033416867
CASWIE_clean-(id_174777),0.81563133
VUKROK_clean-(id_183802),0.023236321
MIDSUP_clean-(id_179665),0.018488936
OGIYUZ_clean-(id_180501),0.42790166
PORLAL_clean-(id_181185),0.031689968
PUGSOB_clean-(id_181230),0.24168444
OQETEK_clean-(id_180687),0.06273426
YAVTUN_clean-(id_185195),0.027315298
ADATUW_clean-(id_173943),0.009652088
XEXMEU_clean-(id_184613),0.055176504
OKUJOV_clean-(id_185109),4.1552944
QUZVEO_clean-(id_181693),0.024351167
XIFHIF_clean-(id_184629),0.024460008
cg500192d_si_002_clean-(id_174911),1.0436828
DAMYUO_clean-(id_175346),0.051269922
PUGSER_clean-(id_181229),0.03753642
MIFLIY_clean-(id_179670),0.092451826
